Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	Dataset
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 34-Progenitor	Striatum	Mouse P9	Str/SVZ 34-Progenitor	0.010587612493382742	0.015276412311880814	-0.36744608712454385	-1.4519406905224381	39	94	AIF1, APOE, CX3CR1, CST3, LST1, CTSS, RGS10, NTPCR, C1QA, LY86, CTSZ, SYNGR1, CTSB, COX6C, C1QB, LGMN, VAMP8, LYZ, FCER1G, FCGR2B, LAPTM5, CD68, LTC4S, CSF1R, PYCARD, TYROBP, B2M, FTL, CYBA, OSTF1, CLTA, TPT1, C1QC	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 25-SPN	Striatum	Mouse P9	Str/SVZ 25-SPN	0.0090884790163058	0.013207717707149437	-0.36798167846587443	-1.4571851013872978	33	96	FGF12, FAM155A, SH3GL2, EPHA6, ARPP21, CADPS, ADAMTS19, PAK7, NEGR1, PCDH15, PCBP3, CACNA1C, NCAM1, LGR5, KCNN2, KCNC2, MPPED1, CELF4, PCDH7, PDE4DIP, DSCAM, FAM171B, ADARB2, OTUD7A, TSHZ1, PPM1L, MAGI2, ENOX1, PLCB1, RUNX1T1, PPFIA2, GRIA1, KCNB2, MAP2, HCN1, CACNA2D1, BRINP2	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	HP AST-FB	Human ped/adult cortex	Human ped/adult	Fibrous astrocytes	0.008822003113648157	0.012913366876499476	-0.3770995935644121	-1.481132740713858	33	89	NTRK2, SPARCL1, GFAP, RP11-384F7.2, DST, ADCY2, LSAMP, RORA, CSGALNACT1, CPE, PRKCA, APOE, ABLIM1, NEBL, ARHGEF4, RYR3, CST3, SORBS1, HPSE2, CLU, DPP10, ZNF98, PTGDS, RGS20, GPM6A, CTNNA2, TNIK, CAMK2G, DTNA, GLUD1, ITPR2	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	HF Glyc	Human fetal cortex/MGE	Human fetal	Glycolysis	0.006713211600429645	0.00997109370063815	-0.37299099041875433	-1.4871698433504408	24	100	NTRK2, DACT3, PTPRN, FGF14, SPINT2, PRKCB, VWA5A, VWA5A, FSIP2, FAM162A, NEBL, FABP3, FABP3, CDKN1A, SLC3A1, ZRSR2, ZRSR2, ATP1A3, TXNIP, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CLEC4A, PEG3, NSF, ZMAT3, RAB3A, PPP2R2C	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-IDH	HF nEN-early1	Human fetal cortex/MGE	Human fetal	Newborn Excitatory Neuron - early born 1	0.002953813104189044	0.004735478151160214	-0.384270143402988	-1.532141482364714	10	100	MYT1, JPH4, ERC2, CFTR, HECW1, NPTX1, NKAIN1, DCC, SYT4, ZFPM2, SLC6A15, TMEM130, FSTL5, EPB41L3, FAM188A, STK17B, NEUROD6, PPP2R2B, ABHD6, C3orf14, SYT1, PHYHIP, NEUROD1, MMD, GLB1L2, B3GAT1, SLC44A5, RBFOX3, THSD7A, SLC17A7	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 2-Progenitor	Striatum	Mouse P9	Str/SVZ 2-Progenitor	0.0037056643726839597	0.005802668242497363	-0.39254318848593134	-1.5511103482154145	13	94	TTC9B, HPCAL4, PSD, CPLX2, PPP1R1A, COL19A1, CPE, SERP2, DDN, PCP4L1, SPTBN2, SLC26A8, GLP2R, NDUFV3, CST3	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	F-p0 CEXN1	Forebrain P0	Mouse P0	Cortical excitatory neurons 1	0.0021384656508954825	0.0034836295280716734	-0.4002934268461808	-1.585137662873111	7	96	NSG2, ARPP21, OPCML, RTN1, FAM19A2, SYT4, GPR85, KHDRBS2, GRIA2, NCAM1, SERP2, TSC22D1, RBFOX1, NSG1, MYT1L, NEUROD6, LY6H, NBEA, DPYSL3, MPPED1, BZW2, STMN2, TTC3, KIAA1549L, APLP1, TSPAN13, TUBB3, GPM6A, RUNX1T1, STMN4, PPFIA2, PLXNA4, FAM49A	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	F-e15 CEXN1	Forebrain E15.5	Mouse E15.5	Cortical excitatory neurons 1	0.0010692328254477412	0.0018150002583230565	-0.41337216699786766	-1.6369286796797302	3	96	JPH4, ALCAM, WNT7B, INA, HECW1, SH3GL2, ACTL6B, ARPP21, RTN1, SYT4, GPR85, TAGLN3, GRIA2, GAP43, SNAP25, RBFOX1, NSG1, MYT1L, NEUROD6, PPP2R2B, DPYSL3, MPPED1, BZW2, STMN2, PCDH9, LRFN5, ITM2B, IFNGR2, TUBB3, GPM6A, RUNX1T1, FAM49A, ZNRF2, TNIK, CDH13, SERPINI1, RAB3A	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 18-Interneurons	Striatum	Mouse P9	Str/SVZ 18-Interneurons	2.675943270002676e-4	5.342431335211119e-4	-0.43986717965996	-1.7521448832165722	0	99	NXPH1, MEGF11, CRTAC1, ADCY8, ABLIM3, VWC2, ERC2, LRRTM4, GRIA4, XKR4, OPCML, NYAP2, VWC2L, PCDH15, TRHDE, VSNL1, TMEM130, RBFOX1, DNER, LGR5, MYT1L, KCNC2, PCSK6, IQSEC3, DPP10, NRCAM, PPM1L, OLFM2, KCNMB2, DLGAP2, THSD7A, ASTN2	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	HP Neu-NRGN-I	Human ped/adult cortex	Human ped/adult	NRGN-expressing neurons 1	2.675943270002676e-4	5.342431335211119e-4	-0.441152910961139	-1.757266400858088	0	99	PGM2L1, RTN1, SYT4, CREG2, VSNL1, FAIM2, GAP43, NAPB, SNAP25, SNCB, SCN3B, NEFM, LY6H, SERINC1, SYT1, BEX2, PRNP, SCG5, STMN2, CLU, APLP1, DNM1, NRGN, CCDC85B, ATP1A3, YWHAH, SLC17A7, CAMK2A, RGS4, NSF, CALM3, PSAP, LINC00657, SERPINI1, STXBP1, CHN1, RAB3A, ATP2B1, SYP, UCHL1, PEBP1, SLC39A10, ATP6V1B2, RTN3, TMEM66, ATP6AP2	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 41-Interneurons	Striatum	Mouse P9	Str/SVZ 41-Interneurons	2.6308866087871614e-4	5.342431335211119e-4	-0.45146637000424994	-1.7795977288256666	0	92	FGF12, GDNF, PPAPDC1A, FAM155A, CFTR, CA10, SPHKAP, LRP1B, HCN4, CGREF1, PTCHD4, FIGN, NYAP2, SLC17A8, SLC6A15, TSHZ2, ADCY2, SLC7A14, KCNK9, CHAT, SYT13, TACR3, SYT1, ASIC2, KCNT2, DRD2, DSCAM, HS3ST4, IQSEC3, CACNA2D2, SV2C, TRPC4	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	F-p6 ASTR3	Forebrain P6	Mouse P6	Astrocytes 3	2.7770063871146905e-4	5.342431335211119e-4	-0.4355352511036357	-1.7797238693339004	0	119	SCG3, ID3, NTRK2, GFAP, HSPB8, RNF182, PPP1R3C, PPP1R1A, MT1X, MT1X, FXYD6, ALDOC, FXYD6-FXYD2, PRKAG2, CPE, HSPA2, APOE, MSX2, GLUD2, ENTPD2, FBXO2, CLU, CD74, PTER, HLA-DMA, C4A, ZNF423, C4B, HLA-DQB1, C4orf3, C4orf3, NOG, GPM6A, JUNB, GSTM5, SHISA8, TSC22D4, DTNA, GLUD1	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	VSVZ-2 T	V-SVZ	Mouse adult	VSVZ-2 T	5.175983436853002e-4	9.252642957914216e-4	-0.47906231379162056	-1.8387233329942272	1	78	SELL, CD8B, LTB, MNDA, SKAP1, CD79A, STK17B, GIMAP1, SRGN, CCR2, MS4A6A, CD3G, S100A4, CD53, WDR89, HLA-DRB1, HLA-DQA1, PTPRC, PYHIN1, CD74, MS4A4A, CYTIP, HLA-DQB1, HMHA1, LYZ, CD3D, S100A10, GIMAP6, ANXA2, ETS1, B2M, ITGB7, CYBA, CORO1A, LY6E, PTPN6, GPSM3, IL2RG, TPT1	Mizrak et al 2019
HGG-G34R.V_vs_HGG-IDH	HF EN-V1-1	Human fetal cortex/MGE	Human fetal	Early Born Deep Layer/subplate Excitatory Neuron V1	2.685284640171858e-4	5.342431335211119e-4	-0.46272861112619657	-1.8449669128729487	0	100	SCN2A, GABBR2, NTRK2, CNTN1, NLGN1, KHDRBS3, SH3GL2, LRRTM4, NPTX1, GRM5, IGSF21, OPCML, GABRA3, DCC, ELMOD1, ZFPM2, RALYL, KCNMA1, VSNL1, SYT16, SYT6, SPOCK1, NEUROD6, SULT4A1, CHST15, KIAA1644, ADRBK2, HS3ST4, GLB1L2, WASF1, DPP10, B3GAT1	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 17-SPN	Striatum	Mouse P9	Str/SVZ 17-SPN	2.6371308016877635e-4	5.342431335211119e-4	-0.47380569188090244	-1.869875385251015	0	93	SYN3, ERC2, HECW1, LRRTM4, ARPP21, GRM5, XKR4, FAM19A2, ELMOD1, CALN1, NEGR1, LSAMP, KCNQ5, MAPK10, GABRB3, CNTNAP5, CNTN3, PLCXD3, RBFOX1, MYT1L, LY6H, NBEA, KCNIP4, NEBL, CELF4, SYT1, ASIC2, DRD2, GABRG3, RIMS1, CACNA2D2, ZNF804A, PTPRM, RUNX1T1, STMN4	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 23-Microglia	Striatum	Mouse P9	Str/SVZ 23-Microglia	2.6469031233456857e-4	5.342431335211119e-4	-0.4824064488004709	-1.906199513144979	0	94	P2RY12, AIF1, SERINC3, FAM105A, CX3CR1, MPEG1, MBNL1, P2RY6, SLC9A9, HPGDS, CTSS, LCP1, CD33, RGS10, FYB, C1QA, LY86, CTSZ, SYNGR1, CTSB, GAS6, C1QB, PLXDC2, FLI1, LGMN, DOCK2, VAMP8, LYZ, CTSC, FCER1G, FCGR2B, LAPTM5, CD68, LTC4S, DOCK8, CSF1R, C3AR1, PYCARD, TBXAS1, TYROBP, BMP2K, MRC1, B2M, LAIR1, CYBA, SIRPG, LY6E, MYO1F, PTGS1, MEF2C, TGFBR1, CLTA, APBB1IP, C1QC, GPR183, TREM2, LYN, SKAP2	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	F-p3 ASTR3	Forebrain P3	Mouse P3	Astrocytes 3	2.754820936639118e-4	5.342431335211119e-4	-0.4706784609518146	-1.9209864659607228	0	117	ID3, SPARCL1, ID1, RAMP1, GFAP, HSPB8, MT1X, MT1X, FXYD6, FXYD6-FXYD2, PRKAG2, CPE, RELN, EMB, APOE, GRIN3A, MSX2, SCRG1, GLUD2, FBXO2, ALDH1L1, SERPINF1, CLU, BMPR1A, ZNF423, TNFRSF21, MYO6, CNP, NOG, YWHAH, MT-CO1, SDC4, GSTM5, SHISA8, PHYHIPL, TSC22D4, GLUD1, IL6ST, GPR37, BCAN, MARCKS, ID2, SOCS3, LCAT, MMD2, RCN2	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	HP IN-SST	Human ped/adult cortex	Human ped/adult	Somatostatin interneurons	2.594706798131811e-4	5.342431335211119e-4	-0.49035124650899087	-1.925950857675119	0	89	NXPH1, LHFPL3, GRIK2, LINC00693, EPHA6, XKR4, CADPS, CDH12, PCDH11X, RALYL, RAB3C, ADCY2, PCDH15, TRHDE, FSTL5, STXBP6, RP11-85M11.2, SLC8A1, RBFOX1, GRIN3A, KCNC2, SOX6, UNC13C, CDH9, MTUS2, GRID2, PCDH11Y, RP11-123O10.4, ASTN2, PTPRM, SNRPN, RUNX1T1, GRIA1, CDH13, BACH1, SPOCK3, COL25A1, TIAM1	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	HP IN-SV2C	Human ped/adult cortex	Human ped/adult	SV2C interneurons	2.685284640171858e-4	5.342431335211119e-4	-0.4895323145556852	-1.9518372139107616	0	100	NXPH1, LUZP2, GRIK2, VWC2, LINC00693, SPHKAP, GRIA4, DOCK10, GRM5, FGF14, PTCHD4, NYAP2, RAB3C, KCNAB1, SCN1A, ANKRD55, RPH3A, FSTL5, RELN, DNER, SPOCK1, GRIN3A, ATP8A2, LINGO2, KCNC2, UNC13C, ALK, ABI1, MTUS2, ADRBK2, IL1RAPL1, ADARB2, TMEM132D, MYO16, SV2C, RP11-123O10.4, GRIN2A, SGK1, CTC-806A22.1, PRELID2, PTPRM, FGF13, MCTP1	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	HP Neu-NRGN-II	Human ped/adult cortex	Human ped/adult	NRGN-expressing neurons 2	2.675943270002676e-4	5.342431335211119e-4	-0.49894947783716037	-1.9874903493636131	0	99	SCN2A, NSG2, PGM2L1, SEZ6L2, RTN1, SYT4, APP, CREG2, VSNL1, FAIM2, GAP43, NAPB, PRKCB, SNAP25, SCN3B, SERINC1, SYT1, BEX2, PRNP, PREPL, SCG5, STMN2, DNM1, NRGN, CADM3, ATP1A3, SYNGR1, YWHAH, SLC17A7, CAMK2A, RGS4, NSF, CALM3, PSAP, LINC00657, SERPINI1, STXBP1, CHN1, RAB3A, ATP6V1A, ATP2B1, SYP, UCHL1, ATP2B2, PEBP1, OCIAD1, RTN3, TMEM66, ATP6AP2	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 36-Interneurons	Striatum	Mouse P9	Str/SVZ 36-Interneurons	2.6659557451346307e-4	5.342431335211119e-4	-0.5021132490828465	-1.9937388304532402	0	97	NXPH1, FAM155A, GRIK4, ARHGDIG, ZNF804B, XKR4, IGSF21, OPCML, CGREF1, DGKG, NYAP2, VGF, VWC2L, VSTM2B, CHODL, FXYD6, SPINT2, VSNL1, TMEM130, FSTL5, SYNGR3, TBC1D30, SPOCK1, SYT13, LY6H, GRIN3A, LINGO2, KCNC2, SOX6, MASP1, ALK, DPP10, SLC44A5, ATP1A3, GRIN2A, GALR1, KCNMB2, PTPRM, FAM189A1, MAN1A1, CNTNAP3, NOS1, KCNB2, CBLN2, ACHE, NPY2R, HCN1, COL25A1, RESP18, HHIP	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	F-e15 CEXN2	Forebrain E15.5	Mouse E15.5	Cortical excitatory neurons 2	2.675943270002676e-4	5.342431335211119e-4	-0.5018547147665834	-1.9990629245767844	0	99	INA, HECW1, NSG2, ACTL6B, ARPP21, RTN1, SYT4, GPR85, TAGLN3, APP, GRIA2, FXYD6, FXYD6-FXYD2, GAP43, NCAM1, SERP2, SNCB, DNER, NSG1, MYT1L, LY6H, ANKRD12, DPYSL3, BZW2, CELF4, BEX2, CD200, STMN2, PCDH9, APLP1, REEP1, TSPAN13, FEZ1, TUBB3, GPM6A, SNRPN, STMN4, GNG2, PLXNA4	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	HP IN-PV	Human ped/adult cortex	Human ped/adult	Parvalbumin interneurons	2.595380223202699e-4	5.342431335211119e-4	-0.5330225878087362	-2.088395011465228	0	88	NXPH1, ADCY8, FGF12, VWC2, SPARCL1, FRMD5, KCND2, GRIA4, EPHA6, FAM19A2, PTCHD4, AC010127.3, CALN1, KCNAB1, CNTNAP5, SHISA9, PLCXD3, DNER, FAR2, CPLX1, KCNC2, SOX6, ALK, CDH9, BTBD11, SLC9A9, RP5-921G16.1, GABRG3, DPP10, ANK1, MYO16, ZNF804A, RP11-123O10.4, TRPC4, TAC1, ASTN2, PTPRM, FGF13, SNRPN, PLXNA4	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	HF EN-V1-2	Human fetal cortex/MGE	Human fetal	Early and Late Born Excitatory Neuron V1	2.685284640171858e-4	5.342431335211119e-4	-0.5242198577104675	-2.0901415414812314	0	100	FGF12, GUCY1A2, ATP6V1G2, LINGO1, CHD5, ARPP21, SYT4, RNF182, ADRA2A, GPR85, KHDRBS2, GAP43, KIAA1244, TBC1D30, SLC8A1, SHISA9, NEFM, ABLIM1, TDRD7, WWC1, CNRIP1, STMN2, FAXC, CAMK2B, APLP1, SLC44A5, TSPAN13, TMOD1, KIAA0319, SCUBE1, RUNX1T1, STMN4, MCTP1, AKAP7, PLXNA4, FAM49A, PKIA, PTPN2, ARG2, SH3GL3, SERPINE2	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 27-SPN	Striatum	Mouse P9	Str/SVZ 27-SPN	2.673082063619353e-4	5.342431335211119e-4	-0.5410448820753935	-2.1425048785824945	0	96	CELF5, GALNT13, PPP1R1B, SYNDIG1, FAM135B, ARPP21, GNAL, KCTD16, PPP3CA, CALN1, KCNAB1, NGEF, RGS9, CNTNAP5, ANO3, PCP4L1, ADCY5, KCNIP2, NEBL, RYR3, CX3CL1, MME, DRD2, PHYHIP, WBSCR17, GABRG3, CNTN4, CAMK2B, HS3ST4, ZNF804A, SV2C, NRGN, HPCA, RASGEF1A, PTPN5, ACVR1C, GPR6, GPRIN3, RGS7BP, PENK, SPOCK3, SLC24A2, ATP2B1	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	HF EN-PFC2	Human fetal cortex/MGE	Human fetal	Early and Late Born Excitatory Neuron PFC	2.685284640171858e-4	5.342431335211119e-4	-0.5419691589886642	-2.1609106117256376	0	100	RPRM, FGF12, SYNDIG1, ARPP21, LPHN3, GRM5, FGF14, GABRA3, GNAL, ELMOD1, SYT4, ADRA2A, CALN1, RALYL, ADCY2, KCNQ5, GAP43, RUNDC3B, FSTL5, TBC1D30, SLC8A1, RSPO3, CNTN3, SPOCK1, NDRG1, PCDH17, KIAA1045, ATP8A2, MPPED1, FABP3, FABP3, SLITRK5, STMN2, CNTN4, PCDH11Y, PCDH10, CCBE1, PEX5L, SCUBE1, KCNV1, GPRIN3, FAM49A	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-IDH	F-p0 OPC	Forebrain P0	Mouse P0	Oligodendrocyte precursor cells	2.655337227827934e-4	5.342431335211119e-4	-0.5465233693507439	-2.1638941788243202	0	95	C1QL1, NXPH1, LHFPL3, OLIG2, RPRM, CNTN1, KCND2, KCNIP3, OLIG1, LRP1B, SOX10, PCDH11X, SAPCD2, BRINP3, PCDH15, CCND1, PTPRE, BCAS1, C8orf46, G0S2, SOX6, PIK3R1, SOX8, PPP1R16B, SMOC1, SCRG1, DUSP26, TSPAN12, TIMP4, NAP1L5, PCDH11Y, SULF2, DLEU7, ARHGAP31, CNP, RGCC, PLLP	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	F-p3 CEXN1	Forebrain P3	Mouse P3	Cortical excitatory neurons	2.664535038635758e-4	5.342431335211119e-4	-0.5476422691332166	-2.179311423080796	0	98	HECW1, GOLGA7B, MLIP, ARHGDIG, BEND6, ACTL6B, ARPP21, SHANK1, PSD, CPLX2, FAM19A2, SYT4, GPR85, CALN1, L1CAM, RALYL, CALY, GAP43, SERP2, SNCB, RBFOX1, NDRG1, NSG1, MYT1L, NEUROD6, FAM57B, DPYSL3, MPPED1, FABP3, SLC17A6, SYT1, CD200, STMN2, CAMK2B, APLP1, LRFN5, SYT5, GABRA5, DMTN, NRGN, TRPC4, RBFOX3, TUBB3, STMN4, SLA, PPFIA2	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 38-SPN	Striatum	Mouse P9	Str/SVZ 38-SPN	2.655337227827934e-4	5.342431335211119e-4	-0.5551339999790718	-2.1979869450948275	0	95	CSMD3, GALNT13, ERC2, KCND2, LRRTM4, EPHA6, ZNF804B, CDH18, GRM5, XKR4, LRP1B, FGF14, KCTD16, DGKG, CDH12, PTCHD4, KCNAB1, KCNQ5, GABRB3, RELN, CNTNAP5, CNTNAP5, ANO3, CNTN3, RBFOX1, LINGO2, OLFM3, KCNIP4, RYR3, SYT1, GABRG3, CNTN4, HS3ST4, LRFN5, CTNNA3, ZNF804A, C2CD2, DLGAP2, MCTP1	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	VSVZ-1 T	V-SVZ	Mouse adult	VSVZ-1 T	2.595380223202699e-4	5.342431335211119e-4	-0.563673176529719	-2.204445183537342	0	87	SELL, FCRLA, CD8B, LCK, MNDA, MNDA, MS4A1, GIMAP5, GIMAP5, CD79A, SAMHD1, CD2, GIMAP1, RNASE6, RNASE2, CCR2, MS4A6A, CD3G, S100A4, GIMAP4, HLA-DRB1, HLA-DQA1, PTPRC, HLA-DMB, CD74, MS4A4A, ARHGAP15, CYTIP, HLA-DQB1, CCR7, CYP4F3, ITGAL, CLEC4A, CLEC4A, CD44, CD69, HCST, CD3D, GIMAP6, CYBB, IFITM1, B2M, ITGB7, CORO1A, SIRPG, SIRPG, IL2RG, CXCR4, GMFG, CLEC7A, S1PR4	Mizrak et al 2019
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 28-SPN	Striatum	Mouse P9	Str/SVZ 28-SPN	2.6659557451346307e-4	5.342431335211119e-4	-0.5590278218376105	-2.2197292697158906	0	97	CSMD3, GRIK2, PDE8B, ERC2, SYNDIG1, RIMS2, CDH18, GRM5, KCNH1, LRP1B, FAM19A2, CDH12, DCC, CA11, PTCHD4, DGKB, CALN1, NEGR1, KHDRBS2, KCNQ5, GABRB3, SNAP25, CNTNAP5, CNTNAP5, PLCXD3, RASGRF1, PCDH17, RIT2, LY6H, LINGO2, OLFM3, KCNIP4, SYT1, RIMS1, DPP10, LRFN5, ZNF804A, AK5, PTPRR, TAC1, DLGAP2, PRKAR2B	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	HP Neu-mat	Human ped/adult cortex	Human ped/adult	Maturing neurons	2.685284640171858e-4	5.342431335211119e-4	-0.5571371514180354	-2.2213876245880764	0	100	ERC2, LRRTM4, GRIA4, EPHA6, MLIP, RIMS2, CDH18, CHD5, ARPP21, CACNA1B, KCNH1, KCTD16, FAM19A2, CDH12, DGKB, KHDRBS2, RALYL, KCNMA1, KCNQ5, PRKCB, CACNA1C, GABRB3, ANO3, DOK6, RBFOX1, MYT1L, PVRL3, FAM153B, ATP8A2, LINGO2, FRMPD4, KCNIP4, CDH9, SYT1, ASIC2, WBSCR17, CNTN4, LRFN5, HOMER1, ATRNL1, GRIN2A, DLGAP2, PPFIA2	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	VSVZ-2 OPC	V-SVZ	Mouse adult	VSVZ-2 OPC	2.655337227827934e-4	5.342431335211119e-4	-0.5715640744208721	-2.263039867688967	0	95	C1QL1, NXPH1, OLIG2, RPRM, LUZP2, CNTN1, GPR17, LIMS2, RAMP1, TNR, KCNIP3, OLIG1, NEU4, ZDHHC2, SOX10, MATN4, FXYD6, CCND1, GJC3, PHLDA1, SNX1, TMEM100, TCEAL3, S100B, SHC4, C8orf46, G0S2, CHADL, SCRG1, VCAN, SNX22, ZCCHC24, AMPD3, SULF2, ARHGAP31, RGCC, BRINP1, PLLP	Mizrak et al 2019
HGG-G34R.V_vs_HGG-IDH	F-p6 MAC	Forebrain P6	Mouse P6	Macrophages	2.6968716289104636e-4	5.342431335211119e-4	-0.5656195167658242	-2.263055098618155	0	102	CCL24, F13A1, MNDA, MNDA, GPR160, AIF1, PTAFR, FOLR2, CD200R1, MS4A6A, MS4A6A, MS4A6A, FCGR1B, CD53, FCGR1A, CD48, LST1, EBI3, CTSS, C19orf38, MS4A7, CD86, FCGR2A, FCGR2A, CCL7, TFEC, CCR1, CD14, DDX60, MSR1, ADRB2, CLEC4A, CLEC4A, CLEC4A, LYZ, MCTP1, PLD4, LYVE1, FCGR2B, FCGR2B, CYTH4, CCL8, CCL8, CD68, LTC4S, CYBB, CSF1R, C3AR1, C5AR1, TNFRSF17, MRC1, MMP9, IER3, RGS18, CD163, MS4A6E, MS4A6E, MS4A6E, GPR183, TNF, GMFG, STAB1, OAS1, CLEC6A, LRRC25	Jessa et al 2019
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 24-SPN	Striatum	Mouse P9	Str/SVZ 24-SPN	2.655337227827934e-4	5.342431335211119e-4	-0.5800270702759994	-2.29654809166131	0	95	DNM3, FAM155A, ERC2, SYNDIG1, CA10, SLC2A13, XKR4, OPCML, KCTD16, FAM19A2, DPP6, VSTM2A, VWC2L, PCDH15, LSAMP, KCNQ5, WSCD2, SYT6, LYPD1, PLCXD3, RBFOX1, MYT1L, LY6H, OLFM3, KCNIP4, ALK, CDH9, SYT1, ASIC2, KCNT2, PDE4B, WBSCR17, GABRG3, ADARB2, TSHZ1, SLC44A5, GRIN2A, PLCB1, PTPRM, RUNX1T1, GPRIN3	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	Str/SVZ 37-Ctx excitatory neurons	Striatum	Mouse P9	Str/SVZ 37-Ctx excitatory neurons	2.673082063619353e-4	5.342431335211119e-4	-0.5884129144320982	-2.3300794103363156	0	96	GLRA3, CHRNA4, GALNT9, KHDRBS3, CA10, SH3GL2, MMP16, LINGO1, NPTX1, MLIP, ZNF804B, IGSF21, VWC2L, ADCY2, KCNK9, SV2B, SPOCK1, NEUROD6, BMP3, SYT13, ATP8A2, OLFM3, CDH9, SYT1, ASIC2, GABRA1, KCNT2, SLC6A7, B3GALT2, DPP10, CXCL12, PRICKLE1, AK5, PEX5L, SLC17A7, KCNV1, SLA, MCTP1, FAM189A1, CDH13, CBLN2, ST3GAL1, ZDHHC22	Anderson et al 2020
HGG-G34R.V_vs_HGG-IDH	HP Microglia	Human ped/adult cortex	Human ped/adult	Microglia	2.664535038635758e-4	5.342431335211119e-4	-0.5910853853723841	-2.352190846037124	0	98	SYNDIG1, ADAM28, P2RY12, RASGEF1C, MCF2L2, SLC8A1, ABCC4, ARHGAP22, BLNK, FAM49B, RP11-624C23.1, CX3CR1, MED13L, RP11-556E13.1, EPB41L2, RP11-480C22.1, MGAT4A, MBNL1, SLC9A9, SAMSN1, PTPRC, HS3ST4, ATM, CD74, MEF2A, FYB, ARHGAP24, DOCK4, ARHGAP15, ST6GAL1, LY86, CSF2RA, ATP8B4, C1QB, PLXDC2, FLI1, DOCK2, USP53, LPAR6, DIAPH2, MKNK1, AOAH, ITPR2, DOCK8, CSF1R, SLC4A7, SLCO2B1, TBXAS1, BMP2K, PICALM, ELMO1, MYO1F, MEF2C, APBB1IP, ST6GALNAC3	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-IDH	HF EN-PFC1	Human fetal cortex/MGE	Human fetal	Early Born Deep Layer/subplate Excitatory Neuron PFC	2.685284640171858e-4	5.342431335211119e-4	-0.5911748494653035	-2.3571009243011196	0	100	CSMD3, SUSD4, GRIK2, ABLIM3, CNTN1, SYN3, KHDRBS3, GUCY1A2, SH3GL2, LRRTM4, MLIP, CDH18, GRM5, IGSF21, LRP1B, OPCML, ELMOD1, ZFPM2, CALN1, RALYL, KCNMA1, COL19A1, VSNL1, CDH10, CSGALNACT1, KCNN2, LINGO2, OLFM3, UNC13C, MTUS2, GABRG3, HS3ST4, HOOK1, DPP10, GABRA5, GNG8, NRCAM, CACNG3, KIAA0319, KCNG1, CARD10, ASTN2, GPRIN3	Nowakowski et al 2017
